Localidad,Id_Provincia,Id_Partido,Id_Localidad
Olivares de San Nicolas,6,189,978
Quilino,6,189,979
Villa Quilino,6,189,980
Alejandro Roca (est. Alejandro),6,190,981
Bengolea,6,190,982
Carnerillo,6,190,983
Charras,6,190,984
General Cabrera,6,190,985
General Deheza,6,190,986
Huanchillas,6,190,987
La Carlota,6,190,988
Los Cisnes,6,190,989
Olaeta,6,190,990
Santa Eufemia,6,190,991
Ucacha,6,190,992
Villa Reduccion,6,190,993
Alejo Ledesma,6,191,994
Arias,6,191,995
Camilo Aldao,6,191,996
Capitan General Bernardo O'higgins,6,191,997
Cavanagh,6,191,998
Colonia Italiana,6,191,999
Corral de Bustos,6,191,1000
Cruz Alta,6,191,1001
General Baldissera,6,191,1002
General Roca,6,191,1003
Guatimozin,6,191,1004
Inriville,6,191,1005
Isla Verde,6,191,1006
Leones,6,191,1007
Los Surgentes,6,191,1008
Marcos Juarez,6,191,1009
Monte Buey,6,191,1010
Noetinger,6,191,1011
Saira,6,191,1012
Cienaga del Coro,6,192,1013
El Chacho,6,192,1014
Estancia de Guadalupe,6,192,1015
La Playa,6,192,1016
San Carlos Minas,6,192,1017
Tosno,6,192,1018
Chancani,6,193,1019
Los Talares,6,193,1020
Salsacate,6,193,1021
San Geronimo,6,193,1022
Tala Canada,6,193,1023
Taninga,6,193,1024
Villa de Pocho,6,193,1025
General Levalle,6,194,1026
La Cesira,6,194,1027
Laboulaye,6,194,1028
Leguizamon,6,194,1029
Melo,6,194,1030
Rio Bamba,6,194,1031
Rosales,6,194,1032
Serrano,6,194,1033
Bialet Masse,6,195,1034
Cabalango,6,195,1035
Capilla del Monte,6,195,1036
Casa Grande,6,195,1037
Charbonier,6,195,1038
Cosquin,6,195,1039
Cuesta Blanca,6,195,1040
Estancia Vieja,6,195,1041
Huerta Grande,6,195,1042
La Falda,6,195,1043
Las Jarillas,6,195,1044
Los Cocos,6,195,1045
Mayu Sumaj,6,195,1046
San Antonio de Arredondo,6,195,1047
San Roque,6,195,1048
Santa Maria de Punilla,6,195,1049
Tala Huasi,6,195,1050
Tanti,6,195,1051
Valle Hermoso,6,195,1052
Villa Carlos Paz,6,195,1053
Villa Giardino,6,195,1054
Villa Parque Siquiman,6,195,1055
Villa Rio Icho Cruz,6,195,1056
Villa Santa Cruz del Lago,6,195,1057
Achiras,6,196,1058
Adelia Maria,6,196,1059
Alcira (est. Gigena),6,196,1060
Alpa Corral,6,196,1061
Berrotaran,6,196,1062
Bulnes,6,196,1063
Chajan,6,196,1064
Chucul,6,196,1065
Coronel Baigorria,6,196,1066
Coronel Moldes,6,196,1067
Elena,6,196,1068
La Carolina,6,196,1069
Las Acequias,6,196,1070
Las Albahacas,6,196,1071
Las Higueras,6,196,1072
Las Penas,6,196,1073
Las Vertientes,6,196,1074
Rio Cuarto,6,196,1075
Sampacho,6,196,1076
San Basilio,6,196,1077
Santa Catalina (est. Holmberg),6,196,1078
Vicuna Mackenna,6,196,1079
Villa el Chacay,6,196,1080
Washington,6,196,1081
Canada de Machado,6,197,1082
Diego de Rojas,6,197,1083
Esquina,6,197,1084
La para,6,197,1085
La Quinta,6,197,1086
Montecristo,6,197,1087
Obispo Trejo,6,197,1088
Piquillin,6,197,1089
Rio Primero,6,197,1090
Santa Rosa de Rio Primero,6,197,1091
Villa Fontana,6,197,1092
Cerro Colorado,6,198,1093
Rayo Cortado,6,198,1094
Sebastian Elcano,6,198,1095
Villa de Maria,6,198,1096
Calchin,6,199,1097
Capilla del Carmen,6,199,1098
Carrilobo,6,199,1099
Colazo,6,199,1100
Costasacate,6,199,1101
Laguna Larga,6,199,1102
Las Junturas,6,199,1103
Luque,6,199,1104
Manfredi,6,199,1105
Oncativo,6,199,1106
Pozo del Molle,6,199,1107
Rincon,6,199,1108
Rio Segundo,6,199,1109
Santiago Temple,6,199,1110
Villa del Rosario,6,199,1111
Arroyo los Patos,6,200,1112
El Huayco,6,200,1113
La Cortadera,6,200,1114
Las Calles,6,200,1115
Las Rabonas,6,200,1116
Mina Clavero,6,200,1117
Nono,6,200,1118
San Huberto,6,200,1119
San Lorenzo,6,200,1120
Sauce Arriba,6,200,1121
Villa Cura Brochero,6,200,1122
Conlara,6,201,1123
Cruz Cana,6,201,1124
Dos Arroyos,6,201,1125
La Paz,6,201,1126
La Poblacion,6,201,1127
La Ramada,6,201,1128
La Travesia,6,201,1129
Las Chacras,6,201,1130
Las Tapias,6,201,1131
Loma Bola,6,201,1132
Los Cerrillos,6,201,1133
Los Hornillos,6,201,1134
Los Romeros,6,201,1135
Luyaba,6,201,1136
Quebracho Ladeado,6,201,1137
Quebrada de los Pozos,6,201,1138
San Javier y Yacanto,6,201,1139
Villa de las Rosas,6,201,1140
Villa la Vina,6,201,1141
Alicia,6,202,1142
Altos de Chipion,6,202,1143
Arroyito,6,202,1144
Brinkmann,6,202,1145
Colonia Anita,6,202,1146
Colonia las Pichanas,6,202,1147
Colonia Marina,6,202,1148
Colonia San Bartolome,6,202,1149
Colonia Valtelina,6,202,1150
Colonia Vignaud,6,202,1151
Devoto,6,202,1152
El Aranado,6,202,1153
El Fortin,6,202,1154
El Fuertecito,6,202,1155
El Tio,6,202,1156
Estacion Luxardo,6,202,1157
Freyre,6,202,1158
La Francia,6,202,1159
La Paquita,6,202,1160
La Tordilla,6,202,1161
Las Varas,6,202,1162
Las Varillas,6,202,1163
Marull,6,202,1164
Morteros,6,202,1165
Plaza Luxardo,6,202,1166
Plaza San Francisco,6,202,1167
Portena,6,202,1168
Quebracho Herrado,6,202,1169
Sacanta,6,202,1170
San Francisco,6,202,1171
Saturnino Maria Laspiur,6,202,1172
Seeber,6,202,1173
Toro Pujio,6,202,1174
Transito,6,202,1175
Villa Concepcion del Tio,6,202,1176
Villa del Transito,6,202,1177
Villa San Esteban,6,202,1178
Alta Gracia,6,150,1179
Anisacate,6,150,1180
Campos del Virrey,6,150,1181
Despenaderos,6,150,1182
Jose de la Quintana,6,150,1183
La Donosa,6,150,1184
La Paisanita,6,150,1185
Malagueno,6,150,1186
Potrero de Garay,6,150,1187
San Nicolas,6,150,1188
Toledo,6,150,1189
Valle de Anisacate,6,150,1190
Villa Ciudad de America (loteo Diego de Rojas),6,150,1191
Villa del Prado,6,150,1192
Villa la Bolsa,6,150,1193
Villa los Aromos,6,150,1194
Villa Parque Santa Ana,6,150,1195
Villa San Isidro - Jose de la Quintana,6,150,1196
Caminiaga,6,203,1197
San Francisco del Chanar,6,203,1198
Almafuerte,6,204,1199
Colonia Almada,6,204,1200
Corralito,6,204,1201
Dalmacio Velez,6,204,1202
General Fotheringham,6,204,1203
Hernando,6,204,1204
James Craik,6,204,1205
Las Isletillas,6,204,1206
Las Perdices,6,204,1207
Oliva,6,204,1208
Pampayasta Norte,6,204,1209
Pampayasta Sur,6,204,1210
Punta del Agua,6,204,1211
Rio Tercero,6,204,1212
Tancacha,6,204,1213
Villa Ascasubi,6,204,1214
Sinsacate,6,205,1215
Villa del Totoral,6,205,1216
Las Arrias,6,206,1217
Rosario del Saladillo,6,206,1218
San Jose de la Dormida,6,206,1219
San Pedro Norte,6,206,1220
Villa Tulumba,6,206,1221
Alto Alegre,6,207,1222
Ballesteros,6,207,1223
Ballesteros Sur,6,207,1224
Bell Ville,6,207,1225
Canals,6,207,1226
Chilibroste,6,207,1227
Cintra,6,207,1228
Colonia Bismarck,6,207,1229
Idiazabal,6,207,1230
Justiniano Posse,6,207,1231
Laborde,6,207,1232
Monte Maiz,6,207,1233
Morrison,6,207,1234
Ordonez,6,207,1235
Pascanas,6,207,1236
Pueblo Italiano,6,207,1237
Ramon J. Carcano,6,207,1238
San Antonio de Litin,6,207,1239
San Marcos,6,207,1240
Viamonte,6,207,1241
Wenceslao Escalante,6,207,1242
Beron de Astrada,7,209,1243
Corrientes,7,144,1244
Laguna Brava,7,144,1245
Riachuelo,7,144,1246
Concepcion,7,210,1247
Tabay,7,210,1248
Tatacua,7,210,1249
Cazadores Correntinos,7,211,1250
Curuzu Cuatia,7,211,1251
Perugorria,7,211,1252
El Sombrero,7,212,1253
Empedrado,7,212,1254
Pueblo Libertador,7,213,1255
Alvear,7,46,1256
Ita Ibate,7,54,1257
Lomas de Vallejos,7,54,1258
Nuestra Senora del Rosario de Caa Cati,7,54,1259
Palmar Grande,7,54,1260
Colonia Carolina,7,214,1261
Goya,7,214,1262
Itati,7,215,1263
Ramada Paso,7,215,1264
Colonia Liebig's,7,64,1265
Ituzaingo,7,64,1266
Villa Olivari,7,64,1267
Gobernador Juan E. Martinez,7,216,1268
Mburucuya,7,217,1269
Felipe Yofre,7,84,1270
Mariano I. Loza (est. Justino Solari),7,84,1271
Colonia Libertad,7,218,1272
Estacion Libertad,7,218,1273
Juan Pujol,7,218,1274
Mocoreta,7,218,1275
Monte Caseros,7,218,1276
Parada Acuna,7,218,1277
Parada Labougle,7,218,1278
Bonpland,7,219,1279
Parada Pucheta,7,219,1280
Paso de los Libres,7,219,1281
Saladas,7,220,1282
Paso de la Patria,7,221,1283
San Cosme,7,221,1284
Santa Ana,7,221,1285
San Luis del Palmar,7,222,1286
Loreto,7,118,1287
Chavarria,7,224,1288
Pedro R. Fernandez (est. Manuel F. Mantilla),7,224,1289
Gobernador Igr. Valentin Virasoro,7,225,1290
Jose Rafael Gomez,7,225,1291
Santo Tome,7,225,1292
Sauce,7,226,1293
Arroyo Baru,8,31,1294
Colonia Hugues,8,31,1295
El Brillante,8,31,1296
Hambis,8,31,1297
Hocker,8,31,1298
La Clarita,8,31,1299
Pueblo Cazes,8,31,1300
Pueblo Liebig's,8,31,1301
Ubajay,8,31,1302
Clodomiro Ledesma,8,227,1303
Concordia,8,227,1304
La Criolla,8,227,1305
Los Charruas,8,227,1306
Pedernal,8,227,1307
Aldea Brasilera,8,228,1308
Aldea Protestante,8,228,1309
Aldea Spatzenkutter,8,228,1310
Aldea Valle Maria,8,228,1311
Colonia Ensayo,8,228,1312
Diamante,8,228,1313
Estacion Camps,8,228,1314
General Racedo,8,228,1315
General Ramirez,8,228,1316
Strobel,8,228,1317
Villa Libertador San Martin,8,228,1318
Chajari,8,229,1319
Colonia Alemana,8,229,1320
Colonia Ensanche Sauce,8,229,1321
Colonia la Argentina,8,229,1322
Colonia Pena,8,229,1323
Colonia Santa Maria,8,229,1324
Federacion,8,229,1325
Los Conquistadores,8,229,1326
San Jaime de la Frontera,8,229,1327
San Ramon,8,229,1328
Conscripto Bernardi,8,230,1329
El Cimarron,8,230,1330
Federal,8,230,1331
Nueva Vizcaya,8,230,1332
Sauce de Luna,8,230,1333
San Jose de Feliciano,8,231,1334
San Victor,8,231,1335
General Galarza,8,232,1336
Gualeguay,8,232,1337
Aldea San Antonio,8,233,1338
Aldea San Juan,8,233,1339
Enrique Carbo,8,233,1340
Faustino M. Parera,8,233,1341
Gilbert,8,233,1342
Gualeguaychu,8,233,1343
Larroque,8,233,1344
Pueblo General Belgrano,8,233,1345
Urdinarrain,8,233,1346
Ceibas,8,234,1347
Ibicuy,8,234,1348
Villa Paranacito,8,234,1349
Bovril,8,147,1350
Colonia Avigdor,8,147,1351
El Solar,8,147,1352
Piedras Blancas,8,147,1353
Pueblo Arrua (est. Alcaraz),8,147,1354
San Gustavo,8,147,1355
Santa Elena,8,147,1356
Aranguren,8,235,1357
Betbeder,8,235,1358
Don Cristobal,8,235,1359
Febre,8,235,1360
Hernandez,8,235,1361
Lucas Gonzalez,8,235,1362
Nogoya,8,235,1363
Xx de Setiembre,8,235,1364
Aldea Maria Luisa,8,236,1365
Aldea San Rafael,8,236,1366
Cerrito,8,236,1367
Colonia Avellaneda,8,236,1368
Crespo,8,236,1369
Crucesitas Septima Seccion,8,236,1370
El Palenque,8,236,1371
El Pingo,8,236,1372
El Ramblon,8,236,1373
Hasenkamp,8,236,1374
Hernandarias,8,236,1375
La Picada,8,236,1376
Las Tunas,8,236,1377
Maria Grande,8,236,1378
Oro Verde,8,236,1379
Parana,8,236,1380
Pueblo Brugo,8,236,1381
San Benito,8,236,1382
Sauce Montrull,8,236,1383
Segui,8,236,1384
Tabossi,8,236,1385
Viale,8,236,1386
Villa Urquiza,8,236,1387
General Campos,8,237,1388
San Salvador,8,237,1389
Durazno,8,238,1390
Gobernador Echague,8,238,1391
Gobernador Mansilla,8,238,1392
Gobernador Sola,8,238,1393
Las Guachas,8,238,1394
Macia,8,238,1395
Rosario del Tala,8,238,1396
1o de Mayo,8,239,1397
Basavilbaso,8,239,1398
Colonia Elia,8,239,1399
Concepcion del Uruguay,8,239,1400
Estancia San Pedro,8,239,1401
Herrera,8,239,1402
Las Moscas,8,239,1403
Libaros,8,239,1404
Pronunciamiento,8,239,1405
Rocamora,8,239,1406
Santa Anita,8,239,1407
Villa Mantero,8,239,1408
Villa San Justo,8,239,1409
Villa San Marcial (est. Gobernador Urquiza),8,239,1410
Molino Doll,8,240,1411
Rincon de Nogoya,8,240,1412
Estacion Raices,8,241,1413
Ingeniero Miguel Sajaroff,8,241,1414
Jubileo,8,241,1415
Paso de la Laguna,8,241,1416
Villa Clara,8,241,1417
Villa Dominguez,8,241,1418
Villaguay,8,241,1419
Fortin Soledad,9,157,1420
Guadalcazar,9,157,1421
La Rinconada,9,157,1422
Laguna Yema,9,157,1423
Lamadrid,9,157,1424
Los Chiriguanos,9,157,1425
Pozo de Maza,9,157,1426
Pozo del Mortero,9,157,1427
Vaca Perdida,9,157,1428
Colonia Pastoril,9,242,1429
Formosa,9,242,1430
Gran Guardia,9,242,1431
Mariano Boedo,9,242,1432
Mojon de Fierro,9,242,1433
San Hilario,9,242,1434
Villa del Carmen,9,242,1435
Banco Payagua,9,243,1436
General Lucio Victorio Mansilla,9,243,1437
Herradura,9,243,1438
San Francisco de Laishi,9,243,1439
Tatane,9,243,1440
Villa Escolar,9,243,1441
Ingeniero Guillermo N. Juarez,9,244,1442
Bartolome de las Casas,9,245,1443
Comandante Fontana,9,245,1444
Estanislao del Campo,9,245,1445
Fortin Cabo 1o Lugones,9,245,1446
Fortin Sargento 1o Leyes,9,245,1447
Ibarreta,9,245,1448
Juan G. Bazan,9,245,1449
Las Lomitas,9,245,1450
Posta Cambio Zalazar,9,245,1451
Pozo del Tigre,9,245,1452
San Martin I,9,245,1453
San Martin Ii,9,245,1454
Subteniente Perin,9,245,1455
Villa General Guemes,9,245,1456
Villa General Manuel Belgrano,9,245,1457
Buena Vista,9,246,1458
Laguna Gallo,9,246,1459
Mision Tacaagle,9,246,1460
Tres Lagunas,9,246,1461
Clorinda,9,247,1462
Laguna Naick-neck,9,247,1463
Palma Sola,9,247,1464
Puerto Pilcomayo,9,247,1465
Riacho He-he,9,247,1466
Riacho Negro,9,247,1467
Siete Palmas,9,247,1468
Colonia Campo Villafane,9,248,1469
El Colorado,9,248,1470
Palo Santo,9,248,1471
Pirane,9,248,1472
Villa Kilometro 213,9,248,1473
El Potrillo,9,249,1474
El Quebracho,9,249,1475
General Mosconi,9,249,1476
Abra Pampa,10,250,1477
Puesto del Marquez,10,250,1478
Dr. Manuel Belgrano,10,251,1479
Guerrero,10,251,1480
Leon,10,251,1481
Lozano (ap. Chani),10,251,1482
San Salvador de Jujuy (est. Jujuy),10,251,1483
Yala,10,251,1484
Aguas Calientes,10,252,1485
El Carmen,10,252,1486
Manantiales,10,252,1487
Monterrico,10,252,1488
Pampa Blanca,10,252,1489
Perico,10,252,1490
Puesto Viejo,10,252,1491
El Aguilar,10,253,1492
Hipolito Yrigoyen (est. Iturbe),10,253,1493
Humahuaca,10,253,1494
Tres Cruces,10,253,1495
Uquia (est. Senador Perez),10,253,1496
Caimancito,10,254,1497
Calilegua,10,254,1498
Chalican,10,254,1499
Fraile Pintado,10,254,1500
Libertador General San Martin (est. Ledesma),10,254,1501
Yuto,10,254,1502
Carahunco,10,255,1503
Centro Forestal,10,255,1504
Palpala (est. Gral. Manuel N. Savio),10,255,1505
Coyaguaima,10,256,1506
Lagunillas de Farallon,10,256,1507
Liviara,10,256,1508
Loma Blanca,10,256,1509
Nuevo Pirquitas,10,256,1510
Orosmayo,10,256,1511
Rinconada,10,256,1512
El Ceibal,10,257,1513
Los Alisos,10,257,1514
Don Emilio,10,120,1515
La Esperanza,10,120,1516
La Mendieta,10,120,1517
Rosario de Rio Grande,10,120,1518
San Lucas,10,120,1519
San Pedro (est. San Pedro de Jujuy),10,120,1520
El Fuerte,10,258,1521
El Piquete,10,258,1522
Santa Clara,10,258,1523
Vinalito,10,258,1524
Casira,10,259,1525
Cienega,10,259,1526
Cieneguillas,10,259,1527
Cusi Cusi,10,259,1528
Misarrumi,10,259,1529
Oratorio,10,259,1530
Paicone,10,259,1531
Santa Catalina,10,259,1532
Catua,10,260,1533
Coranzuli,10,260,1534
El Toro,10,260,1535
Huancar,10,260,1536
Jama,10,260,1537
Mina Providencia,10,260,1538
Olacapato,10,260,1539
Olaroz Chico,10,260,1540
Pastos Chicos,10,260,1541
Puesto Sey,10,260,1542
San Juan de Quillaques,10,260,1543
Susques,10,260,1544
Huacalera,10,261,1545
Maimara,10,261,1546
Tilcara,10,261,1547
Barcena,10,262,1548
El Moreno,10,262,1549
Purmamarca,10,262,1550
Tumbaya,10,262,1551
Volcan,10,262,1552
Barrios,10,264,1553
Cangrejillos,10,264,1554
La Intermedia,10,264,1555
La Quiaca,10,264,1556
Pumahuasi,10,264,1557
Yavi Chico,10,264,1558
Doblas,11,265,1559
Macachin,11,265,1560
Miguel Riglos,11,265,1561
Rolon,11,265,1562
Tomas M. Anchorena,11,265,1563
Anzoategui,11,266,1564
La Adela,11,266,1565
Anguil,11,144,1566
Catrilo,11,267,1567
La Gloria,11,267,1568
Lonquimay,11,267,1569
Uriburu,11,267,1570
Santa Isabel,11,268,1571
Bernardo Larroude,11,269,1572
Ceballos,11,269,1573
Coronel Hilario Lagos (est. Aguas Buenas),11,269,1574
Intendente Alvear,11,269,1575
Sarah,11,269,1576
Vertiz,11,269,1577
La Humada,11,270,1578
Conhelo,11,271,1579
Eduardo Castex,11,271,1580
Mauricio Mayer,11,271,1581
Monte Nievas,11,271,1582
Rucanelo,11,271,1583
Winifreda,11,271,1584
Gobernador Duval,11,272,1585
Puelches,11,272,1586
Alpachiri,11,273,1587
General Manuel J. Campos,11,273,1588
Guatrache,11,273,1589
Peru,11,273,1590
Abramo,11,274,1591
Bernasconi,11,274,1592
General San Martin (est. Villa Alba),11,274,1593
Jacinto Arauz,11,274,1594
Cuchillo Co,11,275,1595
La Reforma,11,276,1596
Limay Mahuida,11,276,1597
Carro Quemado,11,277,1598
Loventue,11,277,1599
Luan Toro,11,277,1600
Telen,11,277,1601
Victorica,11,277,1602
Agustoni,11,278,1603
Dorila,11,278,1604
General Pico,11,278,1605
Speluzzi,11,278,1606
Casa de Piedra,11,279,1607
Puelen,11,279,1608
Colonia Baron,11,280,1609
Miguel Cane,11,280,1610
Quemu Quemu,11,280,1611
Relmo,11,280,1612
Villa Mirasol,11,280,1613
Caleufu,11,281,1614
La Maruja,11,281,1615
Parera,11,281,1616
Quetrequen,11,281,1617
Rancul,11,281,1618
Adolfo Van Praet,11,282,1619
Alta Italia,11,282,1620
Damian Maisonave (est. Simson),11,282,1621
Embajador Martini,11,282,1622
Falucho,11,282,1623
Ingeniero Luiggi,11,282,1624
Ojeda,11,282,1625
Realico,11,282,1626
Toay,11,283,1627
Arata,11,284,1628
Metileo,11,284,1629
Trenel,11,284,1630
Ataliva Roca,11,285,1631
Chacharramendi,11,285,1632
General Acha,11,285,1633
Quehue,11,285,1634
Unanue,11,285,1635
Aimogasta,12,286,1636
Estacion Mazan,12,286,1637
Villa Mazan,12,286,1638
La Rioja,12,144,1639
Aminga,12,287,1640
Anillaco,12,287,1641
Anjullon,12,287,1642
Chuquis,12,287,1643
Pinchas,12,287,1644
Santa Vera Cruz,12,287,1645
Chamical,12,288,1646
Chilecito,12,289,1647
Colonia Anguinan,12,289,1648
Colonia Vichigasta,12,289,1649
La Puntilla,12,289,1650
Los Sarmientos,12,289,1651
Malligasta,12,289,1652
Nonogasta,12,289,1653
Santa Florentina,12,289,1654
Sanogasta,12,289,1655
Tilimuqui,12,289,1656
Vichigasta,12,289,1657
Aicuna,12,290,1658
Guandacol,12,290,1659
Los Palacios,12,290,1660
Pagancillo,12,290,1661
Villa Union,12,290,1662
Angulos,12,291,1663
Campanas,12,291,1664
Chanarmuyo,12,291,1665
Famatina,12,291,1666
La Cuadra,12,291,1667
Pituil,12,291,1668
Santa Cruz,12,291,1669
Punta de los Llanos,12,292,1670
Tama,12,292,1671
Chanar,12,48,1672
Olta,12,48,1673
Malanzan,12,293,1674
Nacate,12,293,1675
Portezuelo,12,293,1676
Villa Castelli,12,294,1677
Ambil,12,295,1678
Milagro,12,295,1679
Santa Rita de Catuna,12,295,1680
Ulapes,12,58,1681
Amana,12,162,1682
Patquia,12,162,1683
Chepes,12,296,1684
Desiderio Tello,12,296,1685
Alpasinche,12,297,1686
Andolucas,12,297,1687
Chaupihuasi,12,297,1688
Cuipan,12,297,1689
Las Talas,12,297,1690
Los Robles,12,297,1691
Salicas - San Blas,12,297,1692
San Blas,12,297,1693
Shaqui,12,297,1694
Villa Sanagasta,12,298,1695
Villa San Jose de Vinchina,12,299,1696
Mendoza,13,144,1697
Bowen,13,46,1698
Carmensa,13,46,1699
Gobernador Benegas,13,300,1700
Godoy Cruz,13,300,1701
Las Tortugas,13,300,1702
San Francisco del Monte,13,300,1703
Villa Hipodromo,13,300,1704
Bermejo,13,301,1705
Colonia Segovia,13,301,1706
Dorrego,13,301,1707
Guaymallen,13,301,1708
La Primavera,13,301,1709
Los Corralitos,13,301,1710
Puente de Hierro,13,301,1711
Rodeo de la Cruz,13,301,1712
Ingeniero Giagnoni,13,66,1713
La Colonia,13,66,1714
Los Barriales,13,66,1715
Medrano,13,66,1716
Phillips,13,66,1717
Rodriguez Pena,13,66,1718
Blanco Encalada,13,302,1719
El Challao,13,302,1720
Las Heras,13,302,1721
Papagayos,13,302,1722
Uspallata,13,302,1723
3 de Mayo,13,216,1724
Barrio los Olivos,13,216,1725
Costa de Araujo,13,216,1726
El Vergel,13,216,1727
Ingeniero Gustavo Andre,13,216,1728
Jocoli,13,216,1729
Jocoli Viejo,13,216,1730
Villa Tulumaya,13,216,1731
Agrelo,13,303,1732
Barrio Perdriel Iv,13,303,1733
Cacheuta,13,303,1734
Carrodilla,13,303,1735
Chacras de Coria,13,303,1736
Costa Flores,13,303,1737
El Carrizal,13,303,1738
El Salto,13,303,1739
Las Compuertas,13,303,1740
Las Vegas,13,303,1741
Lujan de Cuyo,13,303,1742
Mayor Drummond,13,303,1743
Perdriel,13,303,1744
Potrerillos,13,303,1745
Ugarteche,13,303,1746
Vistalba,13,303,1747
Barrancas,13,80,1748
Barrio Jesus de Nazaret,13,80,1749
Cruz de Piedra,13,80,1750
El Pedregal,13,80,1751
Fray Luis Beltran,13,80,1752
General Gutierrez,13,80,1753
Luzuriaga,13,80,1754
Rodeo del Medio,13,80,1755
Russell,13,80,1756
Villa Teresa,13,80,1757
Las Lenas,13,304,1758
Malargue,13,304,1759
Andrade,13,106,1760
Barrio Cooperativa los Campamentos,13,106,1761
Barrio Rivadavia,13,106,1762
El Mirador,13,106,1763
La Central,13,106,1764
La Florida,13,106,1765
La Libertad,13,106,1766
Los Arboles,13,106,1767
Los Campamentos,13,106,1768
Mundo Nuevo,13,106,1769
Reduccion de Abajo,13,106,1770
Rivadavia,13,106,1771
Santa Maria de Oro,13,106,1772
Barrio el Cepillo,13,305,1773
Eugenio Bustos,13,305,1774
La Consulta,13,305,1775
Pareditas,13,305,1776
San Carlos,13,305,1777
Alto Salvador,13,223,1778
Alto Verde,13,223,1779
Chapanay,13,223,1780
El Espino,13,223,1781
Montecaseros,13,223,1782
Nueva California,13,223,1783
Palmira,13,223,1784
Tres Portenas,13,223,1785
Capitan Montoya,13,306,1786
Cuadro Benegas,13,306,1787
El Nihuil,13,306,1788
Goudge,13,306,1789
Jaime Prats,13,306,1790
Las Malvinas,13,306,1791
Monte Coman,13,306,1792
Rama Caida,13,306,1793
Real del Padre,13,306,1794
Salto de las Rosas,13,306,1795
San Rafael,13,306,1796
Villa Atuel,13,306,1797
Villa Atuel Norte,13,306,1798
Barrio 12 de Octubre,13,151,1799
La Dormida,13,151,1800
Las Catitas,13,151,1801
Campo los Andes,13,307,1802
Colonia las Rosas,13,307,1803
Los Sauces,13,307,1804
Tunuyan,13,307,1805
Vista Flores,13,307,1806
Cordon del Plata,13,308,1807
La Arboleda,13,308,1808
Tupungato,13,308,1809
Alba Posse,14,1,1810
Alicia Baja,14,1,1811
Colonia Alicia,14,1,1812
Colonia Aurora,14,1,1813
San Francisco de Asis,14,1,1814
Santa Rita,14,1,1815
Apostoles,14,309,1816
Azara,14,309,1817
Aristobulo del Valle,14,310,1818
Campo Grande,14,310,1819
Dos de Mayo Nucleo I,14,310,1820
Dos de Mayo Nucleo Iii,14,310,1821
Pueblo Illia,14,310,1822
Salto Encantado,14,310,1823
Candelaria,14,311,1824
Martires,14,311,1825
Profundidad,14,311,1826
Garupa,14,144,1827
Nemesio Parma,14,144,1828
Posadas,14,144,1829
Concepcion de la Sierra,14,210,1830
La Corita,14,210,1831
Colonia Victoria,14,312,1832
Eldorado,14,312,1833
Puerto Pinares,14,312,1834
Santiago de Liniers,14,312,1835
Bernardo de Irigoyen,14,313,1836
Dos Hermanas,14,313,1837
El Soberbio,14,314,1838
Fracran,14,314,1839
Esperanza,14,315,1840
Puerto Iguazu,14,315,1841
Wanda,14,315,1842
Arroyo del Medio,14,73,1843
Caa - Yari,14,73,1844
Cerro Azul,14,73,1845
Gobernador Lopez,14,73,1846
Olegario V. Andrade,14,73,1847
Villa Libertad (municipio Leandro N. Alem),14,73,1848
Capiovi,14,316,1849
El Alcazar,14,316,1850
Garuhape,14,316,1851
Puerto Leoni,14,316,1852
Puerto Rico,14,316,1853
Ruiz de Montoya,14,316,1854
Montecarlo,14,317,1855
Puerto Piray,14,317,1856
Taruma,14,317,1857
Alberdi,14,318,1858
Campo Ramon,14,318,1859
Campo Viera,14,318,1860
Guarani,14,318,1861
Los Helechos,14,318,1862
Obera,14,318,1863
Panambi,14,318,1864
Panambi Kilometro 15,14,318,1865
Panambi Kilometro 8,14,318,1866
Villa Bonita,14,318,1867
Colonia Polana,14,319,1868
Corpus,14,319,1869
General Urquiza,14,319,1870
Gobernador Roca,14,319,1871
Helvecia,14,319,1872
Hipolito Yrigoyen,14,319,1873
Jardin America,14,319,1874
Oasis,14,319,1875
Roca Chica,14,319,1876
San Ignacio,14,319,1877
Santo Pipo,14,319,1878
Itacaruare,14,201,1879
Mojon Grande,14,201,1880
San Javier,14,201,1881
Cruce Caballero,14,120,1882
Paraiso,14,120,1883
Pinalito Sur,14,120,1884
Tobuna,14,120,1885
Alumine,15,320,1886
Moquehue,15,320,1887
Villa Pehuenia,15,320,1888
Anelo,15,321,1889
San Patricio del Chanar,15,321,1890
Las Coloradas,15,322,1891
Chos Malal,15,323,1892
Tricao Malal,15,323,1893
Piedra del Aguila,15,324,1894
11 de Octubre,15,325,1895
Barrio Ruca Luhe,15,325,1896
Centenario,15,325,1897
Cutral Co,15,325,1898
El Chocon,15,325,1899
Mari Menuco,15,325,1900
Neuquen,15,325,1901
Plaza Huincul,15,325,1902
Plottier,15,325,1903
Senillosa,15,325,1904
Villa el Chocon,15,325,1905
Vista Alegre Norte,15,325,1906
Vista Alegre Sur,15,325,1907
Junin de los Andes,15,326,1908
San Martin de los Andes,15,327,1909
Villa Lago Meliquina,15,327,1910
Chorriaca,15,328,1911
Loncopue,15,328,1912
Villa la Angostura,15,329,1913
Villa Traful,15,329,1914
Andacollo,15,192,1915
Huinganco,15,192,1916
Las Ovejas,15,192,1917
